Year,id,state,Top10_adj,Top5_adj,Top1_adj,Top05_adj,Top01_adj,Top001_adj,N_TaxReturn,N_TaxUnit,AvgInc,TotalInc_1000,AGI_1000,CPI2014
1961,40,Rhode Island,33.11606316,23.04643059,10.38789847,6.602916537,3.318728822,1.327841442,321796,337996.9392,4803.234882,1623478.688,1646206,7.26173218
1962,40,Rhode Island,31.59256472,21.67462628,9.838746654,7.057215088,3.120790147,1.171459259,326278,342312.3854,5035.481019,1723707.519,1652435,7.189595767
1963,40,Rhode Island,31.93028496,21.84622259,9.852172675,6.941522114,2.816033112,0.914325599,326929,346328.8286,5234.853002,1812980.508,1773538,7.095614123
1964,40,Rhode Island,34.16644573,23.86843305,10.14692551,7.61399339,4.048969605,2.230334103,331450,350203.3494,5589.837393,1957579.778,1899190,7.004057812
1965,40,Rhode Island,33.12419407,22.83812374,10.67566308,7.493719999,3.460564943,1.264410942,343725,353616.5593,5968.099274,2110418.731,2066013,6.892882291
1966,40,Rhode Island,31.38487792,21.97652093,10.19525025,7.247560276,3.469463524,1.335919734,354224,356709.6387,6451.7564,2301403.695,2276170,6.701413339
1967,40,Rhode Island,32.68880058,23.02984183,10.88853148,7.684216141,3.646020803,1.407343493,362312,359577.234,7002.753625,2518030.779,2386510,6.500772221
1968,40,Rhode Island,32.83844062,23.11581776,10.86203838,7.80591564,3.733718864,1.373410207,382117,362126.7599,7615.403361,2757741.344,2711974,6.239246901
1969,40,Rhode Island,31.95708792,21.86618441,9.667144123,6.980548538,3.337896004,1.347806539,367882,364602.6141,7812.20796,2848351.444,2676574,5.916234119
1970,40,Rhode Island,30.48520526,20.43797284,8.694612671,6.038307937,2.485853263,0.7631895,361944,367771.532,8220.332663,3023204.337,2868356,5.596025571
1971,40,Rhode Island,31.82425247,21.19810418,8.958908438,6.146182963,2.648653342,0.945129255,342908,375246.3564,8495.51822,3187912.258,2932880,5.361130671
1972,40,Rhode Island,31.6552083,21.47718639,9.628939137,7.043063854,3.526428326,1.668584001,359083,382158.4873,9152.8754,3497849.017,3233516,5.194396942
1973,40,Rhode Island,33.47036791,22.42647146,9.074398605,6.228998729,2.604368498,0.804733042,379298,388772.0434,9467.048059,3680523.619,3625747,4.890220544
1974,40,Rhode Island,33.65206252,22.0064591,8.758558167,5.963847119,2.490237357,0.764166123,382178,395367.3792,9672.919283,3824356.746,3837837,4.404174283
1975,40,Rhode Island,34.76111597,22.98402583,9.215658711,6.181068856,2.488561174,0.705342651,370662,402395.3475,9730.083446,3915340.31,3907630,4.035795393
1976,40,Rhode Island,33.83233082,22.33299552,9.317257785,6.21953548,2.542951174,0.692288517,385429,409432.4559,10704.01033,4382569.237,4429605,3.815919019
1977,40,Rhode Island,33.77343657,22.32691202,9.233398132,6.295399237,2.672444872,0.878850057,398971,416857.6981,11465.92898,4779660.763,4714662,3.582933864
1978,40,Rhode Island,34.53874829,23.18276577,9.387470894,6.290256519,2.659705897,0.812044131,396358,424678.725,12296.13853,5221908.434,5268347,3.330150187
1979,40,Rhode Island,36.40360204,24.43471936,10.34075302,7.153837327,3.211070856,1.15614537,401459,441345.2847,13318.66875,5878131.65,5901044,3.039053142
1980,40,Rhode Island,35.46731397,23.65371303,10.28452254,7.351909598,3.562511202,1.477123604,406989,438495.5,14928.18015,6545939.819,6396560,2.735386935
1981,40,Rhode Island,35.38599151,22.532987,9.646262412,6.838666228,3.219508039,1.121370315,410136,449525.5,15965.66563,7176973.824,6865456,2.49761264
1982,40,Rhode Island,34.45749008,23.41004929,10.82512447,7.986674713,4.187113197,1.738502838,400214,460658.625,16619.69602,7656006.316,7081183,2.355472083
1983,40,Rhode Island,34.50031387,24.43079105,12.06993648,8.652176652,4.632215883,1.888876671,418056.2282,442508.1999,19228.57465,8508801.953,,2.259049249
1984,40,Rhode Island,35.45912258,25.19273423,12.52664425,9.269619046,5.182717494,2.290148503,431589.0956,450106.8196,20715.45786,9324168.855,,2.170210234
1985,40,Rhode Island,37.16392968,26.35029289,13.20443375,10.06442369,5.709913526,2.504692746,441228.768,457961.2375,22019.15904,10083921.32,,2.098175495
1986,40,Rhode Island,40.61413263,29.72080347,16.34345753,13.06130522,7.789780768,3.612979126,447240,466163.8438,24022.14748,11198256.61,10444078,2.060863542
1987,40,Rhode Island,38.15589377,26.41898785,12.54143025,9.337989596,4.817379103,1.862494663,462777,476416.5,23931.79979,11401504.29,11856787,1.993507337
1988,40,Rhode Island,40.30425595,28.9292245,15.14888093,11.7712666,6.552401415,2.719114906,473107,486518.0313,26573.19664,12928339.31,13237315,1.922940705
1989,40,Rhode Island,38.33154485,26.96171642,13.29183564,10.03956976,5.281703079,2.073507695,476028,493309.7188,27892.4416,13759612.52,13698028,1.843412935
1990,40,Rhode Island,38.43574217,26.74185361,12.91559344,9.631132147,4.848737181,1.79420235,468677,503283.0313,27545.01539,13862938.84,13833487,1.755897371
1991,40,Rhode Island,40.35945609,27.75519743,13.14503032,9.818202349,5.029465195,1.917298329,458409,508674.25,26324.03182,13390357.14,13675770,1.695113016
1992,40,Rhode Island,39.90978894,27.83800359,13.29248732,9.903738228,5.041796613,1.899533983,449729,500821.125,27761.57458,13903583.01,14138579,1.653198666
1993,40,Rhode Island,39.4826695,27.40088424,12.62838282,9.28526033,4.615320977,1.695024035,446625,499473.8125,28377.61462,14173875.36,14341042,1.613307097
1994,40,Rhode Island,39.61642483,27.34451052,12.60165642,9.201774338,4.535503005,1.638561098,448516,495148.7188,29411.8939,14563261.58,14747196,1.579589639
1995,40,Rhode Island,40.25918742,28.12978552,13.54774642,10.07175354,5.140824904,1.900436599,451959,486950.5313,31949.00606,15557585.47,15642982,1.542447558
1996,40,Rhode Island,40.58525875,28.55423422,13.77569419,10.25701864,5.266609533,1.960141227,455645,491374.75,33718.64129,16568488.93,16461386,1.502453239
1997,40,Rhode Island,43.30902631,31.38372215,16.4070362,12.72088947,7.280907568,3.065499297,463759,505213.3125,35582.39144,17976697.85,18149017,1.470675463
1998,40,Rhode Island,43.3846067,31.67069307,16.70824344,12.99347267,7.436642181,3.079438739,472064,499047.7813,38701.93477,19314114.68,19581453,1.450428367
1999,40,Rhode Island,43.45001128,31.67273732,16.51104432,12.7267078,7.107791715,2.794152896,481564,500546.9063,41118.12133,20581548.42,20682012,1.420791498
2000,40,Rhode Island,46.63019892,34.49690401,18.75064754,15.01391977,9.15261017,4.171431477,494475,537499,41074.72516,22077623.7,23015194,1.37472392
2001,40,Rhode Island,44.0071731,31.6124851,16.45807261,12.70438226,7.405126291,3.360676892,495959,541126,40768.68389,22060994.84,22808544,1.337183383
2002,40,Rhode Island,42.61162964,30.10989438,14.62093598,10.95091097,5.72887056,2.207216439,498227,553872.5,40433.67431,22395100.28,22881097,1.315926115
2003,40,Rhode Island,43.08798612,30.65026304,15.20208487,11.50161976,6.167233701,2.474377501,498063,562049.875,41711.18504,23443766.34,23700505,1.287181338
2004,40,Rhode Island,44.360922,32.10738612,16.9381314,13.10400955,7.35427007,3.056999005,500314,555226.1978,45559.4945,25295824.91,25410961,1.253308145
2005,40,Rhode Island,44.74394261,32.7664551,17.33737196,13.41622262,7.43935781,2.973554398,502440,558935.875,47844.86989,26742214.22,26529043,1.212653225
2006,40,Rhode Island,45.47942316,33.44568831,18.47395863,14.54772089,8.346774054,3.499659147,516906,557106.8125,51181.85414,28513759.62,28128464,1.174156297
2007,40,Rhode Island,46.15064015,34.33377994,19.54391818,15.61328244,9.293127928,4.160463589,568249,554997.8125,54513.66558,30254965.15,29957771,1.141765778
2008,40,Rhode Island,44.02058012,31.49688465,16.50469737,12.78346871,7.20134873,3.06314638,510709,551109.375,51525.04054,28395932.89,28211010,1.099548079
2009,40,Rhode Island,42.71687961,29.78208848,14.4367766,10.84067453,5.799033961,2.388572674,501586,547922.0625,48310.60729,26470447.58,27102430,1.103473993
2010,40,Rhode Island,43.51357505,30.81799133,15.68337038,12.22194155,7.059483829,3.248876123,509091,564612.5,50382.66876,28446684.57,28278777,1.085666067
2011,40,Rhode Island,45.5305008,32.47269009,16.91420662,13.36028502,8.011079599,3.875850065,513134,574434.875,50049.92351,28750421.55,29193327,1.05244533
2012,40,Rhode Island,45.00900444,32.63274113,17.43608126,13.84901722,8.23879324,3.794975485,512930,572835.2704,53778.37503,30806150,30401656,1.031107085
1917,41,South Carolina,26.45771783,19.76393,9.953991348,7.161981686,3.337850331,1.059512984,22321,591897.2918,743.1926758,439893.7321,70917.349,16.9433874
1918,41,South Carolina,27.72792898,22.28189626,11.39584208,7.844923436,3.281974095,0.832188963,20239,587895.2524,736.4062509,432929.7387,73855.345,14.42629881
1919,41,South Carolina,24.84209567,20.02132496,9.123110746,6.461000002,2.865261598,0.721710291,37296,591618.385,1302.609664,770647.8254,142688.832,12.56034896
1920,41,South Carolina,29.45858233,23.72827195,10.91170759,7.812084129,3.608734384,0.94037635,33044,598842.4672,876.8077831,525069.7361,109246.657,10.84376794
1921,41,South Carolina,34.20162901,26.62531231,12.10705023,8.309498327,3.63731203,1.015109754,25160,602760.5926,539.1361047,324969.9979,68255.825,12.1385462
1922,41,South Carolina,33.28155024,25.99367357,12.04797971,8.353490514,3.732667525,0.964954026,26830,603321.6544,574.4641026,346586.6328,72755.77,12.96067881
1923,41,South Carolina,31.89769911,25.65470124,12.84484886,9.274739338,4.779892256,1.904576059,28225,605805.3267,678.4222912,410991.8378,87031.355,12.73240854
1924,41,South Carolina,33.09573181,25.89404229,12.19500655,8.464205484,3.709143591,0.963762738,28090,609474.5998,614.5095351,374527.953,79613.886,12.70754055
1925,41,South Carolina,31.22636976,23.77102383,13.19980979,8.916928886,3.902936609,0.929393826,15727,610554.7003,569.6346205,347793.095,57661.544,12.39287764
1926,41,South Carolina,31.05279519,23.74248827,13.86165752,9.393689393,4.013571189,0.99991043,13809,610648.7846,539.1019584,329201.9557,53060.331,12.2759637
1927,41,South Carolina,30.88903405,23.64870945,14.04170943,9.93952457,4.38587889,1.099770754,14310,610929.693,558.0668873,340939.6321,55218.679,12.51203993
1928,41,South Carolina,32.08284725,24.87328066,15.27209165,10.99590742,5.049295646,1.503899322,13725,610199.8257,534.0545705,325880.0059,55510.36,12.68276952
1929,41,South Carolina,25.02609871,19.13829229,12.08995004,8.919165998,4.106093236,1.127404619,13848,608234.917,645.608457,392681.6063,47380.354,12.68276952
1930,41,South Carolina,27.91519237,20.15931431,11.8296892,8.18034368,3.432223622,0.862252538,12868,606399.8502,551.7316878,334570.0129,39843.872,13.01252152
1931,41,South Carolina,31.83779645,21.68723606,12.45626199,8.730754273,3.622490825,0.954389343,11365,616420.0494,439.79883,271100.8165,33854.884,14.26811571
1932,41,South Carolina,36.89969542,25.18175402,13.12552959,8.733956494,3.512211672,0.958000296,12840,625776.3197,332.4356403,208030.3515,29076.648,15.90772802
1933,41,South Carolina,33.72357242,23.78135368,12.59200705,8.565865242,3.57364614,0.958160944,13295,634953.8964,369.0444363,234326.2027,32128.164,16.7687133
1934,41,South Carolina,33.0336862,24.07886256,12.80889212,9.00371993,3.879923102,1.037477226,15376,644555.6192,439.4241635,283233.3138,41022.567,16.22508918
1935,41,South Carolina,31.59149992,22.84679831,12.34425512,8.594177506,3.640121255,0.965425848,17232,654719.2444,485.6544996,317967.347,47009.383,15.83031816
1936,41,South Carolina,32.90723222,24.89972349,13.97398711,10.05367377,4.459029114,1.167199965,20267,664654.6294,535.7849748,356111.9639,61785.944,15.67773678
1937,41,South Carolina,32.62696024,25.08845552,13.56732324,9.730466954,4.355665336,1.217956006,23740,674576.0315,568.9531332,383802.1467,70916.082,15.13083898
1938,41,South Carolina,34.91245015,25.97356911,13.2579475,9.232191371,4.021218571,1.202043871,24470,685854.6981,521.0382769,357356.5501,65524.453,15.41767953
1939,41,South Carolina,34.48339801,26.82886329,13.33598197,9.378348704,4.122241227,1.17071724,29977,697600.0113,576.4901744,402159.5522,82501.527,15.64004991
1940,41,South Carolina,38.81216538,29.9373894,13.10509671,9.455131806,4.275185911,1.290026713,63996,710540.5193,645.325356,458529.8136,140437.373,15.49109705
1941,41,South Carolina,35.80577046,26.69718999,12.72539089,9.372792249,4.447520153,1.414219938,138002,711581.1413,860.4624123,612288.8254,278755.071,14.75342576
1942,41,South Carolina,30.71041201,21.93727839,9.986539203,7.438360322,3.5451081,1.07393942,253861,713361.7408,1226.853611,875190.4273,470529.928,13.33250156
1943,41,South Carolina,31.38832481,21.15401956,9.58117093,7.103201811,3.27240752,0.860770874,335454,717144.4028,1449.400344,1039429.344,592451,12.56034896
1944,41,South Carolina,37.14757608,25.35042654,12.06709953,8.894050231,4.075577938,1.161284745,372504,719517.6651,1515.456783,1090397.926,691338,12.34584585
1945,41,South Carolina,31.63084804,21.42547961,10.08262369,7.353551266,3.335748805,0.988234248,400838,720996.5113,1527.417946,1101263.011,765464,12.07098472
1946,41,South Carolina,35.95669379,25.40122553,12.1243908,8.817937528,3.862817253,1.19772137,402279,721885.6017,1643.658693,1186533.544,872048,11.12181327
1947,41,South Carolina,34.92667051,24.03613874,11.35931383,8.294028988,3.791299024,1.222567126,454974,729008.1883,1726.442945,1258591.044,1028441,9.725352409
1948,41,South Carolina,32.11863505,22.10148118,10.47755149,7.575617875,3.303247063,0.958029927,424012,734615.1963,1984.626118,1457936.505,1056583,9.02394003
1949,41,South Carolina,33.19982855,22.44778584,10.2023525,7.397643648,3.278725697,1.062799772,428338,740144.0339,1897.459374,1404393.235,1114879,9.112410031
1950,41,South Carolina,35.77819128,24.49558914,11.07092993,7.962928467,3.344245281,0.892793059,452555,747914.9931,2098.77674,1569706.591,1306858,9.02394003
1951,41,South Carolina,30.64177854,20.74763044,9.367736288,6.658936427,2.914482774,0.968055698,490804,751860.5011,2611.101714,1963184.243,1500042,8.362803036
1952,41,South Carolina,33.44832001,20.4717729,10.401941,7.80318025,3.666630692,1.4233502,514812,755787.0711,2792.219983,2110323.763,1714230,8.183975801
1953,41,South Carolina,31.16578029,18.62954515,7.802048919,5.224239,2.078917859,0.584639566,525688,759152.1097,2866.506512,2176114.466,1739783,8.122672612
1954,41,South Carolina,32.89861549,20.42859561,8.597072743,5.911496172,2.417597855,0.667373403,518343,763149.4406,2689.194639,2052257.384,1697197,8.082311505
1955,41,South Carolina,32.31202768,20.19484477,8.817214701,6.196150748,2.705174486,0.74311008,542655,767064.1561,2886.200011,2213900.576,1838845,8.112544591
1956,41,South Carolina,32.82569036,20.89551755,8.912269925,6.176698327,2.52408238,0.65912783,564304,770897.0295,2975.414192,2293737.963,1953856,7.992949339
1957,41,South Carolina,32.00594023,20.83739609,8.540126793,5.842374769,2.386791969,0.668877759,571904,774828.4111,3040.195262,2355629.664,2068449,7.717984296
1958,41,South Carolina,31.69984188,20.75514959,8.219408404,5.628643037,2.434507591,0.639783035,571968,777537.4449,3101.644428,2411644.684,2058384,7.513003189
1959,41,South Carolina,32.76094876,21.54733307,8.744450683,5.971327761,2.265389108,0.571361512,588349,780079.6276,3400.469481,2652636.966,2324446,7.461367429
1960,41,South Carolina,31.88985085,20.8046883,8.367756184,5.780320369,2.313857068,0.671314824,605748,781770.2164,3522.442958,2753740.993,2395445,7.335330817
1961,41,South Carolina,32.33258847,21.1202613,8.426873407,5.790543259,2.429982189,0.770364438,615884,798297.8547,3665.276404,2925982.291,2579520,7.26173218
1962,41,South Carolina,32.93758803,21.36701657,8.564170462,5.969828717,2.466994027,0.728643361,629877,814163.9845,3810.343636,3102244.557,2787620,7.189595767
1963,41,South Carolina,32.24639022,21.01763099,8.601117079,5.987911678,2.451993953,0.7219331,651275,829497.3393,3983.740514,3304502.156,2935067,7.095614123
1964,41,South Carolina,33.7214724,22.31195257,9.466672187,6.366855875,2.967753753,1.211130525,675999,844663.501,4264.614459,3602164.179,3240718,7.004057812
1965,41,South Carolina,33.0117609,21.50985153,9.16922108,6.531187109,2.698333682,0.888353382,716115,858881.219,4636.462976,3982170.972,3595455,6.892882291
1966,41,South Carolina,32.72212836,21.03324375,9.096533247,6.332456333,2.481770783,0.835266045,754248,872473.8841,5128.272498,4474283.825,4049556,6.701413339
1967,41,South Carolina,32.29898394,21.25997864,8.862543399,6.193224935,2.364925552,0.728489248,775529,885659.6482,5533.334939,4900651.476,4399728,6.500772221
1968,41,South Carolina,32.21849046,21.49274882,9.122645548,6.28752442,2.517355295,0.782766054,811635,898198.5898,6078.030917,5459278.798,4874095,6.239246901
1969,41,South Carolina,31.24561768,20.77601727,8.668962334,5.960558508,2.386932103,0.802792945,844622,910685.8894,6482.883205,5903870.258,5322754,5.916234119
1970,41,South Carolina,30.66589556,19.67292756,7.623540361,5.214435571,1.976923035,0.523739128,839848,925047.4655,6840.213809,6327522.448,5732392,5.596025571
1971,41,South Carolina,31.10151475,19.98370528,7.904574907,5.502084135,2.150532489,0.624160246,884548,950692.2185,7301.179569,6941174.603,6582624,5.361130671
1972,41,South Carolina,31.86295387,20.89929192,8.467942107,5.800589535,2.308405323,0.660812965,914376,975224.2925,8057.902445,7858262.212,7424586,5.194396942
1973,41,South Carolina,31.17978957,20.59881178,8.467700877,5.773902462,2.263725449,0.664328165,1002211,999294.6802,8814.803648,8808586.392,8775500,4.890220544
1974,41,South Carolina,30.47984855,19.65206842,7.567956296,5.081178459,2.053440778,0.602446773,1013129,1023615.677,9624.377135,9851663.316,9335302,4.404174283
1975,41,South Carolina,31.61603318,20.30419764,7.702232301,5.118892754,1.933563242,0.522797303,1008827,1049365.041,9729.76963,10210080.11,9866344,4.035795393
1976,41,South Carolina,30.27432292,19.41053567,7.774775167,5.246622434,2.079636648,0.528417426,1039072,1075457.999,10835.63324,11653268.44,11045393,3.815919019
1977,41,South Carolina,30.91100431,20.19113484,7.981589168,5.38358678,2.209748877,0.763805138,1073299,1102901.075,11511.89033,12696476.22,12204782,3.582933864
1978,41,South Carolina,30.54044624,19.92916601,7.530321994,5.027452377,2.014204398,0.534177617,1117788,1131740.312,12623.68549,14286733.75,13542776,3.330150187
1979,41,South Carolina,32.54282321,21.39623013,8.436718226,5.761461792,2.544720268,0.82434668,1167227,1194164.384,13586.7544,16224818.2,15767644,3.039053142
1980,41,South Carolina,31.51106515,20.25654165,8.210945439,5.532866276,2.305790529,0.71497491,1183782,1185568.125,15128.97726,17936433.2,17339729,2.735386935
1981,41,South Carolina,31.98767338,20.59573252,8.290181192,5.734468073,2.423360469,0.755195682,1207987,1215116.375,16345.77236,19862015.66,19107075,2.49761264
1982,41,South Carolina,32.69734107,22.00626069,9.727528232,7.176878561,3.762567528,1.562230113,1174112,1303164.375,16059.03972,20927568.46,19408303,2.355472083
1983,41,South Carolina,32.72093498,23.02700245,11.28599133,7.8423805,4.207670215,1.712603947,1259100.41,1404001.984,16747.32722,23513280.64,,2.259049249
1984,41,South Carolina,33.59823789,23.08497948,10.68099756,7.578884449,3.965317965,1.588702468,1299858.656,1428111.09,18042.34363,25766471.02,,2.170210234
1985,41,South Carolina,34.9942786,23.53857201,10.34456993,7.492750649,3.699660137,1.278073401,1328891.391,1453031.799,19177.81575,27865976.11,,2.098175495
1986,41,South Carolina,38.17647617,26.90908258,13.59841228,10.48963218,5.779527379,2.386359781,1346996,1479057.25,20922.33938,30945337.74,27774612,2.060863542
1987,41,South Carolina,35.3114154,23.60972766,10.33422795,7.430288264,3.534429057,1.216692851,1411244,1486410,21149.55691,31436912.88,31120047,1.993507337
1988,41,South Carolina,35.14616956,24.0874507,11.32990928,8.406128634,4.203055886,1.495929128,1462810,1485125.375,23608.32736,35061326.03,33859836,1.922940705
1989,41,South Carolina,36.63675147,25.00275895,11.49108692,8.42114239,4.130148258,1.466603853,1512913,1562615.625,23719.07589,37063798.59,36548640,1.843412935
1990,41,South Carolina,36.27215837,24.26836757,10.81412312,7.92790487,3.786954429,1.299826276,1551463,1598408.375,24615.6849,39345916.89,38644023,1.755897371
1991,41,South Carolina,36.59558566,24.21096615,10.48201557,7.520134419,3.508373948,1.169969731,1567377,1625217.375,24644.7707,40053109.54,39604857,1.695113016
1992,41,South Carolina,37.66285203,25.39364208,11.46676406,8.405915683,4.121018072,1.47112928,1565487,1645971.875,25420.69239,41841744.72,41732975,1.653198666
1993,41,South Carolina,37.98058372,25.75137297,11.45351471,8.346252694,4.063111209,1.448433032,1581259,1682105.375,25741.79564,43300412.81,43494090,1.613307097
1994,41,South Carolina,39.02832143,26.66384944,12.13083658,8.90088231,4.436691034,1.628797058,1604382,1727452.375,26365.26435,45544738.52,45973200,1.579589639
1995,41,South Carolina,39.91333134,27.82750948,13.03898497,9.631749919,4.843795664,1.753003019,1648028,1727598.375,28166.90068,48661091.84,49578608,1.542447558
1996,41,South Carolina,40.63047795,28.52542009,13.69325288,10.18179806,5.211526854,1.930909619,1681507,1753332.625,29901.29845,52426922.1,53031299,1.502453239
1997,41,South Carolina,41.06508916,29.13570109,14.32945616,10.70585096,5.466204932,1.919051762,1718667,1785360.75,32089.25759,57290900.99,57569682,1.470675463
1998,41,South Carolina,42.24351811,30.42498945,15.54519263,11.79390576,6.436946738,2.5141586,1748410,1840642.375,33885.29263,62370705.51,62046607,1.450428367
1999,41,South Carolina,41.65589052,30.06692205,15.1902165,11.45177448,6.085925459,2.237480572,1775986,1853088.5,36503.71338,67644611.48,66164663,1.420791498
2000,41,South Carolina,40.32634243,29.08503919,14.60871876,10.98052181,5.811733021,2.165609462,1802441,1877450.125,38576.08984,72424684.7,69543225,1.37472392
2001,41,South Carolina,40.67704493,28.67058609,13.63877356,10.02899941,4.923136702,1.684291418,1799466,1941097.625,35831.66303,69552756,68916663,1.337183383
2002,41,South Carolina,40.97835967,28.59927463,13.3646862,9.888024817,5.027657538,1.859750514,1795379,1975928,34766.46517,68696031.99,68445936,1.315926115
2003,41,South Carolina,41.99657309,29.46838391,13.90522612,10.33486365,5.317280903,2.010895266,1804803,2028733.125,34840.65685,70682394.64,70930507,1.287181338
2004,41,South Carolina,43.23094327,31.41409963,15.70605508,12.02212716,6.582319052,2.641024247,1844497,2028436.961,37975.93331,77031786.75,76864899,1.253308145
2005,41,South Carolina,44.9353398,33.32698139,17.72282196,13.84985991,7.856964557,3.24462846,1885351,2053422.625,41145.18621,84488456.28,84321938,1.212653225
2006,41,South Carolina,46.96757345,34.79133349,18.93022027,14.89744365,8.534691751,3.570823736,1948517,2171576.25,42235.14848,91716845.36,91820608,1.174156297
2007,41,South Carolina,46.35238376,33.9530439,19.05565138,15.13073066,8.879380513,3.89557048,2256719,2195175.5,45356.35326,99565155.45,98961892,1.141765778
2008,41,South Carolina,43.70865779,30.62017,15.67384246,12.01809813,6.61346089,2.720381005,2047201,2218653.5,42703.06796,94743311.19,93513472,1.099548079
2009,41,South Carolina,43.66514881,30.58444533,14.21454971,10.61284842,5.602168585,2.264001095,2024495,2285684.75,38613.25576,88257729.85,91092430,1.103473993
2010,41,South Carolina,45.11257587,31.88168029,15.09577382,11.22831334,5.862589452,2.370366957,2051823,2341527.5,39166.50865,91709457.09,94103032,1.085666067
2011,41,South Carolina,45.0315112,31.06712604,14.68607647,10.80118486,5.353654401,1.907789869,2090773,2372889.25,39958.10962,94816168.77,96747846,1.05244533
2012,41,South Carolina,46.66160371,32.90493095,16.72194616,12.80086235,6.910612176,2.731274722,2077310,2432598.374,42061.69382,102319208,103453955,1.031107085
1917,42,South Dakota,18.95937892,11.65865926,4.007065447,2.582970178,0.980910424,0.241843036,39654,243286.0424,2297.180065,558871.8467,109794.86,16.9433874
1918,42,South Dakota,17.8150012,11.0272521,3.765048904,2.367246889,0.849076391,0.197299928,45505,241243.3896,3025.335513,729842.1938,151725.486,14.42629881
1919,42,South Dakota,21.62770742,14.03472165,5.284087575,3.42475144,1.249277014,0.256310973,38614,242371.6161,2435.236726,590232.2608,133174.792,12.56034896
1920,42,South Dakota,25.62050761,17.45192424,6.888475597,4.556862238,1.6032192,0.315784342,34670,244927.3684,1667.915822,408518.233,103578.036,10.84376794
1921,42,South Dakota,32.87748502,23.81301708,9.100970647,5.796617811,2.230638403,0.489458518,21681,248355.0969,740.7489196,183968.7697,47087.498,12.1385462
1922,42,South Dakota,32.6282916,23.66438367,8.995718434,5.720057535,2.235144846,0.541166127,21465,250426.7056,764.0950418,191349.8041,48949.551,12.96067881
1923,42,South Dakota,32.40547084,23.5407642,8.729743976,5.702775268,2.23032669,0.532371232,21928,253319.3211,767.4951371,194421.3471,50170.861,12.73240854
1924,42,South Dakota,30.419769,20.51075727,7.406268367,4.829138351,1.903628435,0.490405164,26506,256740.4745,994.2534899,255265.1128,66124.303,12.70754055
1925,42,South Dakota,29.86085951,21.54175636,7.92737551,5.182399273,1.960035315,0.448819162,17086,259099.6393,1031.017848,267136.3525,53971.36,12.39287764
1926,42,South Dakota,32.49054147,23.91261789,10.59161258,7.09029566,2.878911472,0.746457878,12414,261058.1327,744.0838056,194249.1289,38153.263,12.2759637
1927,42,South Dakota,33.59855153,25.01780626,11.73495343,7.85016319,3.033239595,0.714585732,10969,263111.8843,691.447496,181928.0535,35906.515,12.51203993
1928,42,South Dakota,34.53986919,26.34330505,12.92903313,8.779506781,3.496544383,0.920301216,10649,264743.1983,708.8537713,187664.2146,38954.968,12.68276952
1929,42,South Dakota,27.72945834,21.26143869,10.94365693,7.631158546,3.394687075,1.311631423,10833,265844.4395,906.1439114,240893.3202,38813.514,12.68276952
1930,42,South Dakota,30.1507189,21.56754131,10.52293043,7.028059859,2.677219017,0.666712857,10006,267004.6464,740.5237015,197723.2691,29836.219,13.01252152
1931,42,South Dakota,39.83009354,26.8820094,13.67964042,9.107993989,3.573539572,0.873144882,8163,267470.3755,468.5332306,125318.7591,22128.692,14.26811571
1932,42,South Dakota,42.19700271,27.98946484,12.7360156,8.057255854,3.091460506,0.753422218,9280,267582.2209,367.6847768,98385.90916,17953.852,15.90772802
1933,42,South Dakota,54.4355367,37.28374335,17.92484684,11.73161668,4.852773138,1.330443231,8146,267558.9725,261.5303255,69974.78518,16518.212,16.7687133
1934,42,South Dakota,44.31568154,31.48583409,14.85693788,9.845354922,3.804555938,0.948705236,8689,267655.9633,366.259901,98031.64661,20104.641,16.22508918
1935,42,South Dakota,30.07507768,21.35596432,10.291671,6.996321648,2.8620865,0.763751844,9955,267923.513,601.7766464,161230.1132,24692.828,15.83031816
1936,42,South Dakota,41.82320204,30.50387345,14.79131607,10.12690709,4.098355984,0.953091986,11116,268034.6584,450.7985093,120829.6245,27755.224,15.67773678
1937,42,South Dakota,30.99249359,22.74716678,10.56912942,7.117767331,2.840432548,0.640455536,11791,268080.3762,588.9820078,157894.5182,27869.463,15.13083898
1938,42,South Dakota,32.53899764,23.42197955,10.77856965,7.268942967,2.902426325,0.666384915,12151,268599.6447,577.5750376,155136.4499,27201.174,15.41767953
1939,42,South Dakota,32.40032133,24.22835323,10.94071409,7.459629084,3.079069588,0.771013634,14831,269227.2361,623.0198537,167733.9132,33639.94,15.64004991
1940,42,South Dakota,39.98165,27.73685036,11.03100981,7.636497727,3.068725301,0.735224364,38760,270234.3552,648.1370915,175148.909,66235.432,15.49109705
1941,42,South Dakota,39.83232896,25.60119754,10.27506967,7.041594868,2.8292022,0.685053805,79990,268813.2506,832.9044476,223895.752,137456.31,14.75342576
1942,42,South Dakota,29.44128682,19.75383866,8.354070547,5.823889875,2.425772228,0.612481738,129541,267676.7113,1316.244512,352328.0021,216620.166,13.33250156
1943,42,South Dakota,31.50994198,21.53341402,8.869903567,6.1550787,2.562995432,0.658865901,133601,267289.5125,1486.211295,397248.6926,241096,12.56034896
1944,42,South Dakota,38.7097569,26.61873156,12.89758199,9.495157703,4.344768281,1.314170543,159583,266373.6723,1552.230281,413473.2803,277578,12.34584585
1945,42,South Dakota,28.62379305,19.19335371,7.945563535,5.447033381,2.178445459,0.506520021,192316,265129.182,1765.268533,468024.2021,347498,12.07098472
